"","X","ID","participantcode","participantlabel","participanttime_started","player","playerrandom_belief","belief","playerbenchmark_belief","belief_payoff","game_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","payoff","groupid_in_subsession","grouprandom_game","accept","offer","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group","payoff_tr","payoff_profile","a_high","b_high","inequity_default","direct","final_payoff"
"189",321,"21_2_D2_I","koybaw50","pc8","2017-02-21 08:32:09.806137+00:00",1,NA,0.35,67,2,14,2,6,4,18,7,0.3026,1,0,4,5,"ihtrombf",10,0,19,"italiana","Liceo","studente","Biem",1,5,4,"Non serve qualcuno che legga le regole se ho un foglio con tutto l'andamento dell'esperimento nelle mie mani","ho pensato che la mia migliore strategia era scegliere l'offerta b perchÃ¨ il giocatore 2 tra guadagnare 2 o 0 euro preferiva guadagnare 2 quindi ho scelto la seconda offerta grazie al mio vantaggio di scegliere prima",5,6,7,2,7,6,2,4,6,6,6,2,6,7,7,6,6,6.5,6.25,2.5,5,4,4,5,5,4,5,4,5,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,33,NA,NA,4.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,161,1,2,0,1,1,1,14
"190",322,"21_2_D2_I","xu8aowcy","pc6","2017-02-21 08:32:17.583098+00:00",2,NA,0.4,4,10,2,14,NA,NA,6,7,0.3026,1,0,4,5,"ihtrombf",10,0,22,"Italian","Diploma superiore","Studente","Economia e finanza",1,5,4,"no","ho cercato di massimizzare il mio profitto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,14,22,26,17,7,5,5,17,6,9,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,2,1,2,4,1,3,2,2,3,3,1,2,1,3,4,3,3,3,2,3,1,3,1,1,1,4,2,4,1,3,1,4,1,4,1,20,NA,3,7,NA,NA,NA,50,42,44,44,44,48,42,38,40,42,52,60,4,161,1,2,0,1,1,1,2
"191",323,"21_2_D2_I","zmcax1bs","pc25","2017-02-21 08:30:11.528849+00:00",1,NA,0.69,67,10,14,2,6,4,14,8,0.6046,1,0,4,5,"ihtrombf",10,0,19,"italiana","diploma di maturita","studente","biem",1,5,3,"","teoria del gioco",6,3,7,1,2,6,1,1,7,3,6,1,6,7,5,3,5.75,4,5.5,1,4,4,2,5,4,4,4,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,8,NA,NA,2.76923084259033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,162,1,2,0,1,1,1,10
"192",324,"21_2_D2_I","zpsknj7n","pc1","2017-02-21 08:31:02.125047+00:00",2,NA,0,4,2,2,14,NA,NA,6,8,0.6046,1,0,4,5,"ihtrombf",10,1,19,"Italiana","MaturitÃ  di Liceo Scientico","Studentessa","Economia e Finanaza",1,5,5,"Ritengo che la struttura e l'organizzazione dell'esperimento siano state buone.","Da Giocatore 2, di fronte alla scelta se accettare, e quindi ricevere 2, o rifiutare, e quindi ricevere 0, ho ovviamente scelto la prima.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,11,20,25,25,16,6,5,5,16,5,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,2,3,1,3,4,3,2,3,1,4,1,3,2,3,1,4,3,4,1,3,2,1,2,3,2,4,1,3,3,4,2,3,3,2,NA,10,33,NA,NA,NA,44,40,44,42,38,44,40,38,36,54,62,60,4,162,1,2,0,1,1,1,2
"193",325,"21_2_D2_I","h59331zt","pc19","2017-02-21 08:29:19.612715+00:00",2,NA,0.7,4,2,0,0,NA,NA,6,9,0.8419,NA,1,4,5,"ihtrombf",10,0,19,"italiana","primo anno universitÃ ","studente","Biem",1,5,5,"","Ho risposto secondo i miei principi di correttezza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,12,22,21,24,23,10,5,8,23,9,11,2,2,3,1,1,1,1,2,1,2,2,1,1,2,1,2,2,3,3,3,2,2,2,1,3,3,3,3,3,3,2,3,3,3,1,3,4,3,1,3,2,3,1,3,2,1,1,3,3,3,2,3,3,3,1,3,2,8,NA,12,18,NA,NA,NA,56,40,48,48,54,54,52,44,38,60,52,60,4,163,1,2,0,1,1,1,2
"194",326,"21_2_D2_I","ij2rwswd","pc17","2017-02-21 08:28:57.324010+00:00",1,NA,0.91,83,10,0,0,6,5,14,9,0.8419,NA,1,4,5,"ihtrombf",10,1,24,"Moldava","Laurea triennale","Studente","Marketing Management",2,5,5,"","Se il giocatore 2 riceve l'offerta B, Ã¨ piÃ¹ conveniente per lui accettare( 2â‚¬) anzichÃ¨ rifiutare (0â‚¬). Per cui la previsione Ã¨ stata che la maggior parte dei giocatori 2 avrebbe accettato ( ho fatto una previsione di 91% per avere un margine di errore, infatti la percentuale di accettazione si Ã¨ rivelata di 83%). Anche se nel gioco il mio giocatore 2 Ã¨ risultato essere tra la percentuale 17% di coloro che hanno rifiutato.",5,7,7,2,6,5,5,2,5,7,6,1,6,6,6,5,5.25,6.25,6.25,2.5,5,4,4,5,5,4,4,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,112,NA,96,NA,NA,3.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,163,1,2,0,1,1,1,10
"195",327,"21_2_D2_I","hs8pnbwh","pc26","2017-02-21 08:30:32.020416+00:00",1,NA,0.9,67,2,14,2,6,4,18,10,0.1523,NA,1,4,5,"ihtrombf",10,1,19,"italiana","maturitÃ  classica","studente","CLEAM",2,4,5,"Mi sembra giÃ  molto completo.","Mi sono immedesimata nel ruolo del giocatore 2 e ho pensato che avrei preferito 2 euro a 0 euro... Invece alcuni   giocatori 2 hanno preferito guadagnare 0 euro piuttosto che far ""vincere"" un'altra persona.",5,7,7,1,6,6,4,1,7,7,7,1,7,5,7,7,6,6.75,6.75,1.75,5,5,2,5,5,3,3,1,1,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,NA,11,NA,NA,3.30769228935242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,164,1,2,0,1,1,1,14
"196",328,"21_2_D2_I","pfboi4cu","pc16","2017-02-21 08:28:52.970223+00:00",2,NA,0,4,2,2,14,NA,NA,6,10,0.1523,NA,1,4,5,"ihtrombf",10,0,19,"Italiana","Diploma ragioniere-programmatore","Studente","Economia",14,5,5,"","Microeconomia, teoria dei giochi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,11,17,22,28,20,6,9,5,13,5,5,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,3,2,3,2,3,2,4,3,3,1,3,2,3,1,4,2,4,1,3,1,2,2,3,3,3,1,4,2,3,1,4,2,18,NA,4,5,NA,NA,NA,44,50,40,44,40,34,34,34,36,48,54,68,4,164,1,2,0,1,1,1,2
"197",329,"21_2_D2_I","ra5mrt32","pc11","2017-02-21 08:33:02.285972+00:00",2,NA,0.2,4,2,2,14,NA,NA,6,11,0.3088,NA,1,4,5,"ihtrombf",10,0,19,"Italiana","Diploma Liceo Scientifico","Studente","BIEM",2017,5,4,"","Ho accettato l'offerta B perchÃ¨ ritengo migliore un guadagno minimo piuttosto che nullo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17,12,16,21,28,9,10,9,16,7,6,2,2,2,3,3,1,3,1,3,2,1,1,1,1,2,1,2,3,3,1,1,2,1,1,1,3,2,2,1,2,4,2,1,1,1,3,2,2,1,3,1,3,2,2,1,1,2,3,2,3,3,4,2,2,2,2,2,14,NA,16,58,NA,NA,NA,52,52,50,52,48,36,40,46,48,38,42,54,4,165,1,2,0,1,1,1,2
"198",330,"21_2_D2_I","t8d370kb","pc20","2017-02-21 08:29:57.657246+00:00",1,NA,0.75,67,10,14,2,6,4,18,11,0.3088,NA,1,4,5,"ihtrombf",10,0,20,"Svizzera","MaturitÃ  Federale Svizzera","Studente","CLEAM",2,5,5,"","visto che la mia previsione  sul giocatore 2 era del 75% ho scelto l'opzione con un pay-off maggiore essendo al tempo stesso propenso al rischio (ero indifferente tra guadagnare 0 o 14 EURO)",2,3,6,1,2,3,2,1,2,4,3,2,2,1,6,2,1.75,3.5,3.75,1.5,3,4,4,5,4,4,3,1,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,NA,78,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,165,1,2,0,1,1,1,14
"199",331,"21_2_S2","8ys8k6ey","pc8","2017-02-21 10:25:38.492776+00:00",2,NA,0,5,2,2,14,NA,NA,6,1,0.1039,0,1,5,9,"j1mlfxc6",11,1,19,"italiana","diploma di liceo scientifico","studentessa","Economics, Management and Computer Science",1,5,5,"no","Mi sono concentrata sul profitto che avrei potuto trarre dalla mia scelta come individuo, tralasciando il potenziale guadagno dell'altro. Pertanto, se avessi rifiutato l'offerta non avrei ottenuto nulla, mentre se avessi accettato avrei ricevuto 2 euro, quindi ho deciso di accettare per massimizzare il mio profitto nell'eventualitÃ  che il mio compagno avesse scelto la seconda opzione (visto che nel caso avesse optato per la prima il mio parere sarebbe stato irrilevante)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,20,28,32,16,6,5,5,13,4,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,1,4,4,4,2,4,1,4,1,4,2,4,2,4,4,4,1,4,2,1,1,4,3,4,1,4,1,4,1,4,3,6,NA,5,21,NA,NA,NA,44,40,44,42,34,40,34,30,34,54,68,74,3,166,1,2,0,1,1,0,2
"200",332,"21_2_S2","amuoqopp","pc19","2017-02-21 10:23:36.714011+00:00",1,NA,0.8,8,10,14,2,NA,NA,18,1,0.1039,0,1,5,9,"j1mlfxc6",11,0,20,"Italiana","MaturitÃ  scientifica","Studente","Laurea triennale in Economia Aziendale e Management",2,5,5,"","Nel gioco ho pensato a come gli altri giocatori avessero potuto scegliere utilizzando, come principio guida, cosa avrei scelto io stesso nella loro situazione.",6,7,7,1,7,6,1,2,7,6,7,3,1,4,7,2,4.75,7,5,1.75,5,5,3,5,5,4,3,1,1,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,NA,19,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,166,1,2,0,1,1,0,14
"201",333,"21_2_S2","232n8xkh","pc25","2017-02-21 10:24:11.604615+00:00",2,NA,0,4,2,11,8,NA,NA,6,2,0.546,1,0,5,9,"j1mlfxc6",11,0,23,"Italiana","CLEF","Studente","ESS",2,4,5,"Menu a tendina per il questionario, si puÃ² evitare una fase di integrazione qualitativa delle risposte","Massimizzazione del valore atteso senza coefficienti di tipo behavioural, sia per la previsione che per la mia scelta di gioco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,12,22,31,18,8,5,5,19,8,9,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,3,2,1,1,1,1,3,4,1,3,2,3,1,4,2,3,1,4,2,2,3,4,2,3,1,4,1,1,1,4,1,3,2,4,1,4,1,4,1,2,NA,7,24,NA,NA,NA,52,42,44,46,52,48,46,32,38,38,52,70,3,167,1,2,0,1,1,0,2
"202",334,"21_2_S2","gkdyiw70","pc22","2017-02-21 10:23:49.293715+00:00",1,NA,0.7,8,2,8,11,NA,NA,6,2,0.546,1,0,5,9,"j1mlfxc6",11,1,21,"Italiana","Diploma superiore","Studente","Giurisprudenza",3,5,5,"","Ritenendo che fosse improbabile riuscire a fare un'esatta previsione delle scelte degli altri giocatori (dato che la previsione doveva essere precisa e non era previsto nessun margine di errore) ho decisio di effettuare l'offerta meno rischiosa (offera A) sapendo di avere il 50 % di possibilitÃ  che il pagamento venisse effettuato in base all'offerta.",7,7,7,2,6,4,3,2,7,7,6,3,7,4,5,6,6,6,6.25,2.5,4,3,4,5,5,3,4,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,101,NA,63,NA,NA,2.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,167,1,2,0,1,1,0,2
"203",335,"21_2_S2","vwi8lvp1","pc20","2017-02-21 10:23:59.598298+00:00",2,NA,0.3,5,2,2,14,NA,NA,6,3,0.7742,0,1,5,9,"j1mlfxc6",11,1,19,"Italiana","Quinta Superiore","Studentessa","CLES",1,5,5,"Provare ad incrementare i guadagni dall'offerta B per i giocatori 1: magari rischieranno di piÃ¹?","Considerando quanto i Giocatori 1 potessero essere avversi al rischio; evidentemente ho sottovalutato la loro avversione.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14,11,19,23,15,5,5,5,21,7,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,1,2,2,1,3,4,2,3,1,2,3,3,2,3,1,2,2,2,4,3,1,3,1,3,1,1,1,3,2,2,1,3,1,3,1,3,1,14,NA,6,25,NA,NA,NA,42,40,44,40,46,56,50,40,44,36,48,56,3,168,1,2,0,1,1,0,2
"204",336,"21_2_S2","xdci3xoi","pc5","2017-02-21 10:25:20.872016+00:00",1,NA,0.8,8,10,14,2,NA,NA,14,3,0.7742,0,1,5,9,"j1mlfxc6",11,1,20,"ITALIANA","DIPLOMA","STUDENTE","CLEAM",2,5,5,"","Essendo il giocatore 1 ho ipotizzato che nella maggioranza  dei casi il giocatore 2 avrebbe accettato la proposta. Per cui ho scelto l'offeta B.",6,7,7,6,4,7,2,1,7,6,2,1,6,6,4,4,5.75,4.25,6.5,2.5,4,4,4,5,4,4,5,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,11,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,168,1,2,0,1,1,0,10
"205",337,"21_2_S2","5co22a7x","pc21","2017-02-21 10:23:53.692075+00:00",2,NA,0.7,5,2,2,14,NA,NA,6,4,0.3583,1,1,5,9,"j1mlfxc6",11,0,19,"Italiana","Diploma liceo scientifico","Studente","Corso di economia aziendale e management",1,5,4,"Nessun suggerimento. Esperimento ben organizzato.","Essendo il giocatore 2 ho pensato che piuttosto che non ricevere nulla, sarebbe stato meglio guadagnare i due euro nel caso dell'offerta B. In ogni caso infatti non avrei potuto guadagnare di piÃ¹.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,12,17,23,19,19,8,5,6,15,4,8,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,4,2,1,3,3,2,3,2,3,1,2,2,3,1,3,2,3,1,2,2,1,1,3,1,3,2,2,2,4,2,3,3,4,NA,9,9,NA,NA,NA,50,40,44,44,36,44,38,42,38,48,56,50,3,169,1,2,0,1,1,0,2
"206",338,"21_2_S2","chnbaqe4","pc3","2017-02-21 10:24:43.376278+00:00",1,NA,0.7,8,2,14,2,NA,NA,18,4,0.3583,1,1,5,9,"j1mlfxc6",11,0,19,"Italiana","Diploma Liceo Scientifico","Studente","Economia e Management",1,5,4,"Aumentare il numero di round","Entrambi i giocatori vogliono massimizzare i profitti",2,7,5,1,7,5,2,2,1,3,6,1,7,7,7,1,2.75,6.75,5,1.5,3,3,4,4,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,9,NA,NA,2.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,169,1,2,0,1,1,0,14
"207",339,"21_2_S2","acl9qxfv","pc7","2017-02-21 10:25:37.163505+00:00",1,NA,1,9,2,8,11,NA,NA,12,5,0.485,1,1,5,9,"j1mlfxc6",11,1,20,"italiana","diploma classico","studentessa","cleam",2,5,5,"no","Per quanto non sarebbe sarebbe mai stato conveniente rifiutare, ho preferito un guadagno certo di 8 euro piuttosto che rischiare.",7,7,7,2,5,5,1,1,7,7,7,1,7,7,7,6,6.75,6.5,6.5,1.25,5,5,5,5,5,5,5,3,3,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,22,NA,NA,4.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,170,1,2,0,1,1,0,8
"208",340,"21_2_S2","n5cv2e07","pc17","2017-02-21 10:23:28.166798+00:00",2,NA,0.7,4,2,11,8,NA,NA,15,5,0.485,1,1,5,9,"j1mlfxc6",11,1,22,"italiana","laurea triennale","studente","Economics and Social Sciences",1,5,5,"","Nel caso in cui avessi accettato l'offerta B avrei vinto solo 2 euro avvantaggiando l'avversario che ne avrebbe vinti 14.  Scegliendo di rifiutare ho fatto in modo che, nel caso il giocatore 1 avesse scelto ""Offerta B"", avrebbe vinto, come me, 0 euro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15,14,23,25,15,5,5,5,21,6,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,1,3,4,2,3,3,4,4,3,1,2,1,3,3,3,3,3,1,4,2,3,1,1,1,4,3,3,1,3,1,3,1,3,1,12,NA,11,25,NA,NA,NA,42,44,46,42,44,56,52,40,50,42,54,58,3,170,1,2,0,1,1,0,11
"209",341,"21_2_S2","5s4zkso4","pc6","2017-02-21 10:25:33.036581+00:00",1,NA,0.8,9,2,0,0,NA,NA,6,6,0.8008,1,0,5,9,"j1mlfxc6",11,1,22,"Italiana","Specialistica","studente","Economics and social science",1,5,5,"","",1,7,7,1,7,7,3,1,7,6,7,1,7,1,7,7,4,7,6.75,1.5,5,5,5,5,5,5,5,1,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,NA,16,NA,NA,3.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,171,1,2,0,1,1,0,2
"210",342,"21_2_S2","d66txmcc","pc23","2017-02-21 10:23:44.775815+00:00",2,NA,0.9,5,2,0,0,NA,NA,6,6,0.8008,1,0,5,9,"j1mlfxc6",11,0,22,"Italiana","Laurea triennale","Studente","CLEAM",3,5,5,"","Ho scelto di rifiutare perchÃ© il guadagno in caso di offerta B  era troppo basso per me e nettamente piÃ¹ alto per il giocatore 1 che, secondo me, avrebbe dovuto scegliere l'offerta A, nettamente piÃ¹ equa dell'offerta B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,14,23,24,32,23,11,7,5,20,5,13,1,4,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,4,3,2,1,2,1,4,3,2,4,3,4,3,4,2,3,1,4,2,3,2,4,3,3,2,4,3,1,1,4,2,4,2,4,4,4,1,4,4,18,NA,17,7,NA,NA,NA,62,48,44,52,40,62,48,40,44,62,56,72,3,171,1,2,0,1,1,0,2
"211",343,"21_2_S2","k6po24se","pc18","2017-02-21 10:23:32.268810+00:00",2,NA,0.9,4,2,11,8,NA,NA,6,7,0.5608,0,1,5,9,"j1mlfxc6",11,0,20,"italiana","MaturitÃ  scientifica","studente","CLEAM",2,5,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,20,17,15,17,21,11,5,5,28,10,14,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3,4,4,2,3,3,1,3,2,3,1,2,2,3,2,3,3,1,3,4,2,1,2,2,2,3,2,2,2,3,2,1,2,3,2,1,2,3,3,2,16,NA,5,7,NA,NA,NA,62,42,44,48,60,66,64,60,58,50,36,42,3,172,1,2,0,1,1,0,2
